Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,experiment_group,Experiment,Instrument,Library Name,library_strategy,LibraryLayout,LibrarySelection,LibrarySource,mouse_id_number,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,source_name,SRA Study,strain,tissue,treatment
SRR23914483,RNA-Seq,300,5579242200,PRJNA946653,SAMN33827127,2049248664,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",Dietary Intervention,SRX19725923,Illumina NovaSeq 6000,GSM7105372,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,62,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:11:00Z,1,GSM7105372,female,Hypothalamus,SRP428176,C57BL/6JN,Hypothalamus,aDR
SRR23914484,RNA-Seq,300,7134084300,PRJNA946653,SAMN33827128,2621886767,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Dietary Intervention,SRX19725922,Illumina NovaSeq 6000,GSM7105371,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,69,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:17:00Z,1,GSM7105371,female,Hippocampus (anterior),SRP428176,C57BL/6JN,Hippocampus (anterior),AL
SRR23914485,RNA-Seq,300,4350375000,PRJNA946653,SAMN33827129,1653052876,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",Dietary Intervention,SRX19725921,Illumina NovaSeq 6000,GSM7105370,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,68,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:11:00Z,1,GSM7105370,female,Hippocampus (anterior),SRP428176,C57BL/6JN,Hippocampus (anterior),AL
SRR23914486,RNA-Seq,300,2683364100,PRJNA946653,SAMN33827130,975353822,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",Dietary Intervention,SRX19725920,Illumina NovaSeq 6000,GSM7105369,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,67,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:08:00Z,1,GSM7105369,female,Hippocampus (anterior),SRP428176,C57BL/6JN,Hippocampus (anterior),aDR
SRR23914487,RNA-Seq,300,2566509600,PRJNA946653,SAMN33827131,941250646,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",Dietary Intervention,SRX19725919,Illumina NovaSeq 6000,GSM7105368,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,66,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:08:00Z,1,GSM7105368,female,Hippocampus (anterior),SRP428176,C57BL/6JN,Hippocampus (anterior),AL
SRR23914488,RNA-Seq,300,5287104900,PRJNA946653,SAMN33827132,1915190880,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Dietary Intervention,SRX19725918,Illumina NovaSeq 6000,GSM7105367,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,65,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:13:00Z,1,GSM7105367,female,Hippocampus (anterior),SRP428176,C57BL/6JN,Hippocampus (anterior),aDR
SRR23914489,RNA-Seq,300,4239419700,PRJNA946653,SAMN33827133,1531775644,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",Dietary Intervention,SRX19725917,Illumina NovaSeq 6000,GSM7105366,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,64,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:06:00Z,1,GSM7105366,female,Hippocampus (anterior),SRP428176,C57BL/6JN,Hippocampus (anterior),aDR
SRR23914490,RNA-Seq,300,4643535900,PRJNA946653,SAMN33827134,1706737272,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",Dietary Intervention,SRX19725916,Illumina NovaSeq 6000,GSM7105365,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,63,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:10:00Z,1,GSM7105365,female,Hippocampus (anterior),SRP428176,C57BL/6JN,Hippocampus (anterior),AL
SRR23914491,RNA-Seq,300,3252853500,PRJNA946653,SAMN33827135,1186724295,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Dietary Intervention,SRX19725915,Illumina NovaSeq 6000,GSM7105364,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,62,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:05:00Z,1,GSM7105364,female,Hippocampus (anterior),SRP428176,C57BL/6JN,Hippocampus (anterior),aDR
SRR23914492,RNA-Seq,300,4541988300,PRJNA946653,SAMN33827136,1679728413,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Dietary Intervention,SRX19725914,Illumina NovaSeq 6000,GSM7105363,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,61,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:09:00Z,1,GSM7105363,female,Hippocampus (anterior),SRP428176,C57BL/6JN,Hippocampus (anterior),aDR
SRR23914493,RNA-Seq,300,5318351100,PRJNA946653,SAMN33827065,1931954824,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",Dietary Intervention,SRX19725913,Illumina NovaSeq 6000,GSM7105434,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,61,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:11:00Z,1,GSM7105434,female,Visual cortex,SRP428176,C57BL/6JN,Visual cortex,aDR
SRR23914494,RNA-Seq,300,5020617300,PRJNA946653,SAMN33827066,1879585823,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",Dietary Intervention,SRX19725912,Illumina NovaSeq 6000,GSM7105433,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,69,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:17:00Z,1,GSM7105433,female,Thalamus,SRP428176,C57BL/6JN,Thalamus,AL
SRR23914495,RNA-Seq,300,6950132400,PRJNA946653,SAMN33827067,2562484134,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",Dietary Intervention,SRX19725911,Illumina NovaSeq 6000,GSM7105432,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,68,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:13:00Z,1,GSM7105432,female,Thalamus,SRP428176,C57BL/6JN,Thalamus,AL
SRR23914496,RNA-Seq,300,2361995700,PRJNA946653,SAMN33827068,868321227,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Dietary Intervention,SRX19725910,Illumina NovaSeq 6000,GSM7105431,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,67,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:06:00Z,1,GSM7105431,female,Thalamus,SRP428176,C57BL/6JN,Thalamus,aDR
SRR23914497,RNA-Seq,300,5376676500,PRJNA946653,SAMN33827069,1932663347,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",Dietary Intervention,SRX19725909,Illumina NovaSeq 6000,GSM7105430,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,66,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:10:00Z,1,GSM7105430,female,Thalamus,SRP428176,C57BL/6JN,Thalamus,AL
SRR23914498,RNA-Seq,300,3937050300,PRJNA946653,SAMN33827070,1477882380,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",Dietary Intervention,SRX19725908,Illumina NovaSeq 6000,GSM7105429,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,65,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:23:00Z,1,GSM7105429,female,Thalamus,SRP428176,C57BL/6JN,Thalamus,aDR
SRR23914499,RNA-Seq,300,2108751900,PRJNA946653,SAMN33827071,774817871,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Dietary Intervention,SRX19725907,Illumina NovaSeq 6000,GSM7105428,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,64,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:20:00Z,1,GSM7105428,female,Thalamus,SRP428176,C57BL/6JN,Thalamus,aDR
SRR23914500,RNA-Seq,300,4662296100,PRJNA946653,SAMN33827072,1699780074,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Dietary Intervention,SRX19725906,Illumina NovaSeq 6000,GSM7105427,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,63,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:23:00Z,1,GSM7105427,female,Thalamus,SRP428176,C57BL/6JN,Thalamus,AL
SRR23914501,RNA-Seq,300,4989156900,PRJNA946653,SAMN33827073,1856323650,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",Dietary Intervention,SRX19725905,Illumina NovaSeq 6000,GSM7105426,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,62,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:26:00Z,1,GSM7105426,female,Thalamus,SRP428176,C57BL/6JN,Thalamus,aDR
SRR23914502,RNA-Seq,300,9585574200,PRJNA946653,SAMN33827074,3461429680,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Dietary Intervention,SRX19725904,Illumina NovaSeq 6000,GSM7105425,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,61,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:34:00Z,1,GSM7105425,female,Thalamus,SRP428176,C57BL/6JN,Thalamus,aDR
SRR23914503,RNA-Seq,300,7384784100,PRJNA946653,SAMN33827075,2768260007,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Dietary Intervention,SRX19725903,Illumina NovaSeq 6000,GSM7105424,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,69,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:35:00Z,1,GSM7105424,female,SVZ,SRP428176,C57BL/6JN,SVZ,AL
SRR23914504,RNA-Seq,300,9363405000,PRJNA946653,SAMN33827076,3444153135,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Dietary Intervention,SRX19725902,Illumina NovaSeq 6000,GSM7105423,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,68,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:34:00Z,1,GSM7105423,female,SVZ,SRP428176,C57BL/6JN,SVZ,AL
SRR23914505,RNA-Seq,300,4337528700,PRJNA946653,SAMN33827077,1579348874,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",Dietary Intervention,SRX19725901,Illumina NovaSeq 6000,GSM7105422,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,67,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:21:00Z,1,GSM7105422,female,SVZ,SRP428176,C57BL/6JN,SVZ,aDR
SRR23914506,RNA-Seq,300,2817675000,PRJNA946653,SAMN33827078,1040903750,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Dietary Intervention,SRX19725900,Illumina NovaSeq 6000,GSM7105421,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,66,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:22:00Z,1,GSM7105421,female,SVZ,SRP428176,C57BL/6JN,SVZ,AL
SRR23914507,RNA-Seq,300,3909438300,PRJNA946653,SAMN33827079,1431543464,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Dietary Intervention,SRX19725899,Illumina NovaSeq 6000,GSM7105420,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,65,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:23:00Z,1,GSM7105420,female,SVZ,SRP428176,C57BL/6JN,SVZ,aDR
SRR23914508,RNA-Seq,300,6067992900,PRJNA946653,SAMN33827080,2236898868,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",Dietary Intervention,SRX19725898,Illumina NovaSeq 6000,GSM7105419,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,64,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:31:00Z,1,GSM7105419,female,SVZ,SRP428176,C57BL/6JN,SVZ,aDR
SRR23914509,RNA-Seq,300,8493916800,PRJNA946653,SAMN33827081,3142626190,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Dietary Intervention,SRX19725897,Illumina NovaSeq 6000,GSM7105418,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,63,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:29:00Z,1,GSM7105418,female,SVZ,SRP428176,C57BL/6JN,SVZ,AL
SRR23914510,RNA-Seq,300,1584819300,PRJNA946653,SAMN33827082,592579065,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",Dietary Intervention,SRX19725896,Illumina NovaSeq 6000,GSM7105417,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,62,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:20:00Z,1,GSM7105417,female,SVZ,SRP428176,C57BL/6JN,SVZ,aDR
SRR23914511,RNA-Seq,300,8247825300,PRJNA946653,SAMN33827083,3032994062,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Dietary Intervention,SRX19725895,Illumina NovaSeq 6000,GSM7105416,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,61,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:33:00Z,1,GSM7105416,female,SVZ,SRP428176,C57BL/6JN,SVZ,aDR
SRR23914512,RNA-Seq,300,4981227000,PRJNA946653,SAMN33827084,1806009968,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Dietary Intervention,SRX19725894,Illumina NovaSeq 6000,GSM7105415,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,69,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:25:00Z,1,GSM7105415,female,Pons,SRP428176,C57BL/6JN,Pons,AL
SRR23914513,RNA-Seq,300,4012518600,PRJNA946653,SAMN33827085,1461718281,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Dietary Intervention,SRX19725893,Illumina NovaSeq 6000,GSM7105414,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,68,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:25:00Z,1,GSM7105414,female,Pons,SRP428176,C57BL/6JN,Pons,AL
SRR23914514,RNA-Seq,300,2543609700,PRJNA946653,SAMN33827086,938974063,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Dietary Intervention,SRX19725892,Illumina NovaSeq 6000,GSM7105413,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,67,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:23:00Z,1,GSM7105413,female,Pons,SRP428176,C57BL/6JN,Pons,aDR
SRR23914515,RNA-Seq,300,8383336800,PRJNA946653,SAMN33827087,3049152937,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",Dietary Intervention,SRX19725891,Illumina NovaSeq 6000,GSM7105412,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,66,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:48:00Z,1,GSM7105412,female,Pons,SRP428176,C57BL/6JN,Pons,AL
SRR23914516,RNA-Seq,300,5595486300,PRJNA946653,SAMN33827088,2002550937,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Dietary Intervention,SRX19725890,Illumina NovaSeq 6000,GSM7105411,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,65,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:26:00Z,1,GSM7105411,female,Pons,SRP428176,C57BL/6JN,Pons,aDR
SRR23914517,RNA-Seq,300,6045509100,PRJNA946653,SAMN33827137,2223301583,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",Dietary Intervention,SRX19725889,Illumina NovaSeq 6000,GSM7105362,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,69,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:26:00Z,1,GSM7105362,female,Hippocampus (posterior),SRP428176,C57BL/6JN,Hippocampus (posterior),AL
SRR23914518,RNA-Seq,300,4321877400,PRJNA946653,SAMN33827138,1597266712,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",Dietary Intervention,SRX19725888,Illumina NovaSeq 6000,GSM7105361,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,68,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:28:00Z,1,GSM7105361,female,Hippocampus (posterior),SRP428176,C57BL/6JN,Hippocampus (posterior),AL
SRR23914519,RNA-Seq,300,6535434900,PRJNA946653,SAMN33827139,2393835521,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",Dietary Intervention,SRX19725887,Illumina NovaSeq 6000,GSM7105360,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,67,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:32:00Z,1,GSM7105360,female,Hippocampus (posterior),SRP428176,C57BL/6JN,Hippocampus (posterior),aDR
SRR23914520,RNA-Seq,300,8018165400,PRJNA946653,SAMN33827140,2923609171,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",Dietary Intervention,SRX19725886,Illumina NovaSeq 6000,GSM7105359,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,66,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:31:00Z,1,GSM7105359,female,Hippocampus (posterior),SRP428176,C57BL/6JN,Hippocampus (posterior),AL
SRR23914521,RNA-Seq,300,4085061900,PRJNA946653,SAMN33827141,1471130780,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",Dietary Intervention,SRX19725885,Illumina NovaSeq 6000,GSM7105358,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,65,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:26:00Z,1,GSM7105358,female,Hippocampus (posterior),SRP428176,C57BL/6JN,Hippocampus (posterior),aDR
SRR23914522,RNA-Seq,300,3415553400,PRJNA946653,SAMN33827142,1206711902,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",Dietary Intervention,SRX19725884,Illumina NovaSeq 6000,GSM7105357,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,64,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:24:00Z,1,GSM7105357,female,Hippocampus (posterior),SRP428176,C57BL/6JN,Hippocampus (posterior),aDR
SRR23914523,RNA-Seq,300,7461542100,PRJNA946653,SAMN33827143,2665448053,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",Dietary Intervention,SRX19725883,Illumina NovaSeq 6000,GSM7105356,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,63,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:34:00Z,1,GSM7105356,female,Hippocampus (posterior),SRP428176,C57BL/6JN,Hippocampus (posterior),AL
SRR23914524,RNA-Seq,300,1808416200,PRJNA946653,SAMN33827144,667603952,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",Dietary Intervention,SRX19725882,Illumina NovaSeq 6000,GSM7105355,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,62,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:23:00Z,1,GSM7105355,female,Hippocampus (posterior),SRP428176,C57BL/6JN,Hippocampus (posterior),aDR
SRR23914525,RNA-Seq,300,3772750200,PRJNA946653,SAMN33827145,1377127318,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",Dietary Intervention,SRX19725881,Illumina NovaSeq 6000,GSM7105354,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,61,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:25:00Z,1,GSM7105354,female,Hippocampus (posterior),SRP428176,C57BL/6JN,Hippocampus (posterior),aDR
SRR23914526,RNA-Seq,300,7695707700,PRJNA946653,SAMN33827146,2804703484,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",Dietary Intervention,SRX19725880,Illumina NovaSeq 6000,GSM7105353,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,69,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:46:00Z,1,GSM7105353,female,Entorhinal cortex,SRP428176,C57BL/6JN,Entorhinal cortex,AL
SRR23914527,RNA-Seq,300,8443383300,PRJNA946653,SAMN33827147,3082662887,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",Dietary Intervention,SRX19725879,Illumina NovaSeq 6000,GSM7105352,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,67,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:36:00Z,1,GSM7105352,female,Entorhinal cortex,SRP428176,C57BL/6JN,Entorhinal cortex,aDR
